pair_id,cosine_sim,sim_bucket,ensemble_majority,ensemble_confidence,verdict_sonnet,verdict_openai,verdict_gemini,shared_clients,item_a_title,item_a_lede,item_a_published_at,item_b_title,item_b_lede,item_b_published_at,human_label
p0388,0.7006622552871704,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Walmart'],UPDATE 2-Wal-Mart silenced Mexican bribe inquiry-NY Times,,2012-04-21 00:00:00,UPDATE 2-Mexico presidency favorite calls for Wal-Mart probe,,2012-04-23 00:00:00,
p0389,0.7215697765350342,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Morgan Stanley'],St. Jude Medical to Present at the Morgan Stanley Global Healthcare Conference,,2012-09-04 00:00:00,Covance to Present at the Morgan Stanley Global Healthcare Conference,,2012-09-07 00:00:00,
p0390,0.7226554751396179,"[0.70, 0.75)",DIFFERENT,2_of_3,SAME,DIFFERENT,DIFFERENT,['JPMorgan'],U.S. Said to Plan Charges Against Ex-JPMorgan Employees,"The U.S. may announce charges as
early as this week against former London-based JPMorgan Chase &
Co. (JPM) employees related to allegations they tried to conceal
losses last year, a person familiar with the matter said. The situation remains fluid and it isn’t clear who may be
charged, said the person, who requested anonymity because the
information wasn’t public. Those facing U.S. charges include
Javier Martin-Artajo, a former executive who oversaw the trading
strategy, and Julien Grout, a trader who worked for him, the New
York Times (NYT) reported Aug. 9. Prosecutors also are weighing
penal",2013-08-12 13:42:11,UPDATE 4-U.S. charges two ex-JPMorgan bankers over 'London Whale' loss,,2013-08-14 00:00:00,
p0391,0.7327849864959717,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],"Actavis, Inc. to Present at the Goldman Sachs 34th Annual Global Healthcare Conference 2013",,2013-06-04 00:00:00,Aetna Announces Appearance at Goldman Sachs 34th Annual Global Healthcare Conference,,2013-06-06 00:00:00,
p0392,0.7400493025779724,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG - JPMorgan Asian Inv - Transaction in Own Shares,,2012-08-03 00:00:00,REG - JPMorgan Russ - Holding(s) in Company,,2012-08-06 00:00:00,
p0393,0.7322540283203125,"[0.70, 0.75)",SAME,2_of_3,SAME,SAME,DIFFERENT,['JPMorgan'],U.S. Said to Plan Charges Against Ex-JPMorgan Employees,"The U.S. may announce charges as
early as this week against former London-based JPMorgan Chase &
Co. (JPM) employees related to allegations they tried to conceal
losses last year, a person familiar with the matter said. The situation remains fluid and it isn’t clear who may be
charged, said the person, who requested anonymity because the
information wasn’t public. Those facing U.S. charges include
Javier Martin-Artajo, a former executive who oversaw the trading
strategy, and Julien Grout, a trader who worked for him, the New
York Times (NYT) reported Aug. 9. Prosecutors also are weighing
penal",2013-08-12 13:42:11,U.S. charges two ex-JPMorgan bankers over 'London Whale' loss,,2013-08-14 00:00:00,
p0394,0.7018059492111206,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],U.S. appeals court revives Apple bid for Samsung injunction,,2013-11-18 00:00:00,U.S. jury awards Apple $290.45 mln in retrial against Samsung,,2013-11-21 00:00:00,
p0395,0.7401795387268066,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],"Actavis, Inc. to Present at the Goldman Sachs 34th Annual Global Healthcare Conference 2013",,2013-06-04 00:00:00,BD to Present at the Goldman Sachs 34th Annual Global Healthcare Conference,,2013-06-06 00:00:00,
p0396,0.7327399253845215,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Amazon'],"Chevron Suffers Yet Another Legal Setback In Campaign to Evade Ecuador Judgment -- This Time By Judge Kaplan, says Amazon Defense Coalition",,2012-07-31 00:00:00,Chevron Loses Bid for Order Ecuador Award Unenforceable,"(Corrects status of 2011 ruling on injunction in sixth
paragraph of story published July 31.) Chevron Corp. (CVX) failed to persuade a
federal judge in New York to find an $18.2 billion judgment by
an Ecuadorean court unenforceable. U.S. District Judge Lewis Kaplan in Manhattan declined to
rule today on Chevron’s request, saying it remained to be seen
whether the judgment was based on fraudulent evidence. The oil
company is suing lawyers for Ecuadorean plaintiffs who claim
Chevron is responsible for pollution in the Amazon rainforest,
alleging they fabricated evidence in the case in violation ",2012-08-02 23:25:21,
p0397,0.7066644430160522,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],"Actavis, Inc. to Present at the Goldman Sachs 34th Annual Global Healthcare Conference 2013",,2013-06-04 00:00:00,Catamaran to Present at Goldman Sachs Global Healthcare Conference,,2013-06-04 00:00:00,
p0398,0.7355135679244995,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Apple'],"Apple, Samsung CEOs talk but no trial settlement reached",,2012-08-20 00:00:00,Samsung CEO Said to Speak With Apple Today About Suit,"Samsung Electronics Co. (005930) ’s chief
executive officer will talk with his counterpart at Apple Inc.
to see whether they can resolve their smartphone patent dispute
before a U.S. jury begins deliberating, according to a person
familiar with the matter. The companies’ lawyers will report to U.S. District Judge
Lucy Koh in federal court in San Jose , California , on the
outcome of today’s telephone discussion between Apple’s Tim Cook 
and Samsung’s Kwon Oh Hyun, according to the person, who asked
not to be identified because the talks are private. Apple, based in Cupertino, California, sued ",2012-08-20 12:59:34,
p0399,0.7238433361053467,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['ExxonMobil'],"Biogen Idec Inc., Elan Corporation, Chevron Corporation, CNOOC Ltd., and ExxonMobil Corporation highlighted in Zacks Analyst Blog",,2013-01-18 00:00:00,"The Zacks Analyst Blog Highlights:Dow Chemical, Exxon Mobil, Chevron, Phillips 66 and Goldman Sachs Group",,2013-01-21 00:00:00,
p0400,0.744759202003479,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['IBM'],"Research and Markets: Global Big Customer Market 2012-2016 with IBM, Microsoft, Oracle and SAP AG Dominating",,2013-10-08 00:00:00,Research and Markets: Customer Analytics Profile: IBM,,2013-10-09 00:00:00,
p0401,0.7370361089706421,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Twitter'],Twitter launches music app to deepen multimedia offering,,2013-04-18 00:00:00,Twitter Debuts Mobile Music Application for Apple ITunes,"Twitter Inc. (TWTR) , the Web-based social messaging service, unveiled a mobile-music application that will let its users play and share songs from services including Apple Inc. (AAPL) ’s iTunes. The app is available for Apple today and will later be added for devices running Google Inc.’s Android software, Twitter said in a blog post . In addition to iTunes, it will work with streaming music from Rdio Inc. and Spotify Ltd. Twitter is going beyond 140-character messages as it vies with social-networking rivals to get users to spend more time on its site. The San Francisco-based company release",2013-04-18 13:07:38,
p0402,0.7057734727859497,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],FleetCor to Present at the Goldman Sachs Technology and Internet Conference 2013,,2013-02-08 00:00:00,Sapient to Present at Goldman Sachs Technology and Internet Conference,,2013-02-11 00:00:00,
p0403,0.7484680414199829,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Wells Fargo'],Wells Fargo Reports Record Quarterly and Full Year Net Income,,2012-01-17 00:00:00,Wells Fargo comes out on top for Q4 bank earnings,,2012-01-20 00:00:00,
p0404,0.7035728096961975,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],"UPDATE 4-JPMorgan $2 bln loss hits shares, dents image",,2012-05-11 00:00:00,UPDATE 1-JPMorgan CIO chief Drew quits after trading loss,,2012-05-14 00:00:00,
p0405,0.7125575542449951,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['Verizon'],"Verizon, Vodafone mulling options for Verizon Wireless- report",,2013-03-05 00:00:00,Verizon Said to be Seeking to Resolve Vodafone Venture,"Verizon Communications Inc. (VZ) is working to resolve its relationship with Vodafone Group Plc (VOD) this year, having weighed options that range from ending its wireless venture with its European ally to a full merger of the two phone companies, said people familiar with the situation. The U.S. and U.K. mobile-phone operators discussed a full combination as recently as December, said two of the people, who asked not to be named because the matter is private. Those talks stumbled over disagreements on leadership and the location of the new headquarters, making a buyout or partial sale of Voda",2013-03-05 21:47:04,
p0406,0.7282458543777466,"[0.70, 0.75)",DIFFERENT,2_of_3,UNCLEAR,DIFFERENT,DIFFERENT,['Walmart'],"Primark, M&S Agree to Set Bangladesh Safety Standards, ETI Says","U.K. retailers including Associated
British Foods Plc (ABF) ’s Primark chain and Marks & Spencer Group Plc (MKS) 
will take a “common approach” to fire and building safety in
Bangladesh following a series of industrial accidents. The Ethical Trading Initiative , whose members also include
 Wal-Mart Stores Inc. (WMT) ’s Asda chain, said today that its retailers
who source from Bangladesh will improve factories to an agreed
minimum standard. The mandates of health and safety committees
in unsafe factories will be “strengthened,” ETI also said in a
statement, without being more specific. Rescue e",2013-05-02 16:23:01,"Wal-Mart, J.C. Penney Join Bangladesh Safety Talks","Wal-Mart Stores Inc. (WMT) (WMT) and J.C. Penney Co. were among retailers sending representatives to a meeting near Frankfurt to discuss allying to improve worker safety in Bangladesh following the nation’s biggest industrial disaster. The talks, organized by Germany ’s international cooperation service known as GIZ, were aimed at winning support from the companies, labor unions and non-governmental groups for Bangladesh’s national action plan and for supplier assessments of fire and building risk, said Peter McAllister, a director of the Ethical Trading Initiative , who attended. A document c",2013-05-02 18:07:57,
p0407,0.7003129720687866,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG - JPMorgan Emerg Mkts - Conversion of Subscription Shares,,2012-05-01 00:00:00,REG - JPMorgan Amer InvTst - AGM Statement,,2012-05-04 00:00:00,
p0408,0.73958820104599,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG-J.P. Morgan Securities plc. Form 8.5 (EPT/RI) CPP Group Plc,,2013-04-02 00:00:00,REG-J.P. Morgan Securities plc. Form 8.5 (EPT/RI) - May Gurney Integrated Services Plc,,2013-04-05 00:00:00,
p0409,0.7173176407814026,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Morgan Stanley'],Comcast to Participate in Morgan Stanley Investor Conference,,2013-02-18 00:00:00,"Seagate to Participate in the Morgan Stanley Technology, Media & Telecom Conference",,2013-02-21 00:00:00,
p0410,0.7468928694725037,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],"MARKET PULSE- Apple, Blyth, Micron, Boise, Pluristem, Dryships",,2013-09-16 00:00:00,"MARKET PULSE- Apple, Fedex, Tesla, Dollar Tree, Five Below, Adobe",,2013-09-18 00:00:00,
p0411,0.7204697728157043,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['JPMorgan'],REG - JPMorgan Eur Small - Net Asset Value(s),,2012-01-03 00:00:00,REG - JPMorgan Amer InvTst - Total Voting Rights,,2012-01-03 00:00:00,
p0412,0.7008765935897827,"[0.70, 0.75)",SAME,3_of_3,SAME,SAME,SAME,['JPMorgan'],RPT-Investors may lobby JPMorgan to clip Dimon's wings if vote fails,,2013-05-06 00:00:00,Will Shareholders Demote Jamie Dimon?,"You could say Jamie Dimon is the Houdini of Wall Street, wiggling out of one embarrassing situation after another. But can he maneuver out of his most recent tight spot? Two companies that advise shareholders on corporate governance are supporting proposals to oust some of JPMorgan Chase & Co.'s board. They also favor splitting Dimon's roles as chairman and chief executive officer into two. Calls for a fresh board and for Dimon to share power have grown since last May, when the bank disclosed a $6.2 billion derivatives trading loss. Today, Glass Lewis & Co., a proxy advisory company, said it b",2013-05-07 21:39:01,
p0413,0.7004820108413696,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['AT&T'],AT&T; 4G LTE Coming To Greenville This Year,,2013-08-21 00:00:00,AT&T; 4G LTE Expands In Shreveport/Bossier Area,,2013-08-21 00:00:00,
p0414,0.7097541689872742,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,"['Facebook', 'Microsoft']","Facebook, Nestle, Greg Norman, Fiat: Intellectual Property","Facebook Inc. (FB) , the biggest social-
networking service, made an offer for AOL Inc. (AOL) ’s patent
portfolio before losing out to Microsoft Corp. (MSFT) ’s $1.06 billion
bid, two people with knowledge of the matter said. The proposal from Menlo Park , California-based Facebook was
too low, said the people, who asked not to be identified because
the discussions haven’t been disclosed. Facebook Chief Operating
Officer Sheryl Sandberg led the negotiations to acquire AOL’s
patents, one person said. Microsoft intends to sell most of the newly acquired
portfolio because it doesn’t consider all ",2012-04-20 11:00:00,Facebook pays Microsoft $550 million for AOL patents,,2012-04-23 00:00:00,
p0415,0.7165124416351318,"[0.70, 0.75)",SAME,2_of_3,SAME,SAME,DIFFERENT,['Goldman Sachs'],Goldman may delay UK bonuses until top tax rate falls,,2013-01-13 00:00:00,Goldman will not delay UK bonuses after tax row: source,,2013-01-15 00:00:00,
p0416,0.7120578289031982,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Verizon'],VisionMAX and Verizon Wireless Show Futuristic Retail Solutions at 2012 CES,,2012-01-10 00:00:00,Novatel Wireless Showcases 10 New 4G Solutions With OEM Partners and Verizon Wireless at CES 2012,,2012-01-10 00:00:00,
p0417,0.7493429183959961,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Apple'],"Einhorn hedge fund may succeed in Apple case, judge says",,2013-02-19 00:00:00,UPDATE 2-Einhorn wins ruling against Apple in cash pile fight,,2013-02-22 00:00:00,
p0418,0.7073401212692261,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['AT&T'],AT&T; 4G LTE Available In Corsicana,,2013-04-30 00:00:00,AT&T; 4G LTE Available In Mountain Home,,2013-04-30 00:00:00,
p0419,0.7153825163841248,"[0.70, 0.75)",DIFFERENT,3_of_3,DIFFERENT,DIFFERENT,DIFFERENT,['Goldman Sachs'],Iconix Brand Group To Present At The Goldman Sachs Global Retailing Conference,,2013-09-03 00:00:00,Michael Kors Holdings Limited Announces Participation at the Goldman Sachs Twentieth Annual Global Retailing Conference,,2013-09-04 00:00:00,
p0423,0.777228593826294,"[0.75, 0.80)",,routed_to_human,UNCLEAR,SAME,DIFFERENT,['Toyota'],Toyota to cut Tianjin plant output next week as China sales fall: Nikkei,,2012-10-15 00:00:00,"Toyota eyes global output cut of 200,000 cars on China slump-media",,2012-10-17 00:00:00,
p0439,0.7940006852149963,"[0.75, 0.80)",,routed_to_human,UNCLEAR,SAME,DIFFERENT,['Boeing'],UPDATE 4-Boeing seen in advanced talks to make 777X near Seattle,,2013-11-04 00:00:00,UPDATE 3-Washington state takes steps to nail down Boeing 777X contract,,2013-11-07 00:00:00,
p0540,0.8601207733154297,"[0.85, 1.00)",,routed_to_human,UNCLEAR,DIFFERENT,SAME,['JPMorgan'],JPMorgan Sees More Pain in Mortgages If Rates Remain High,"JPMorgan Chase & Co (JPM) . Chief Executive Officer Jamie Dimon warned investors that higher interest rates could lead to a “dramatic reduction” in the bank’s profits by eroding demand for mortgage refinancing. The surge in 30-year home-loan rates to 4.46 percent at the end of June from 3.51 percent in mid-May caused second-quarter mortgage-fee revenue to decline 20 percent, the New York-based bank reported today. Refinancing volume could fall as much as 40 percent in the second half if rates remain elevated, Chief Financial Officer Marianne Lake told analysts on a call today. “The environment",2013-07-12 20:16:32,Housing Unfazed as Dimon Sees JPMorgan Profit Squeeze,"JPMorgan Chase & Co. (JPM) Chief Executive Officer Jamie Dimon told investors last week that rising interest rates could trigger a “dramatic reduction” in the bank’s mortgage profits. According to its own analysts, the U.S. housing market will extend its recovery regardless. The rate for 30-year home loans jumped to 4.51 percent last week from a near record-low of 3.35 percent in early May after Federal Reserve Chairman Ben S. Bernanke indicated the central bank may slow its purchases of government and mortgage bonds. Refinancing, which has slumped to the lowest in two years, may drop by as mu",2013-07-15 12:52:35,
p0543,0.8799252510070801,"[0.85, 1.00)",,routed_to_human,UNCLEAR,UNCLEAR,SAME,['Verizon'],RLPC: Verizon sets pricing on $14B bank loan,,2013-09-09 00:00:00,RLPC: Fee details out on Verizon's $12B bank loan,,2013-09-11 00:00:00,
